hotel_name,district,address,city,property_type,verification_status,source_authority,source_url,last_source_review
Assaafa Golden Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
EMAR ELITE MADINAH,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Nozol Luluat Sultanah Hostel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Alfakhama Aldahabi Abi-Zar - الفخامة الذهبي ابي ذر,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Hasana Suites,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
As'saafa Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Emaar Taiba Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
AVAL Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
ASIN HOTEL,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Faraj Al Madina Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
AL JAWAHARA AL TABBA,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
MG Crown Hotel 4,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Hoson Aljiwar hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Sama AlMadina Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Beat Salsbil Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Grand Plaza Al Madina,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
8Points Hotel - El Salam 1,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Al Aqeeq Al Rawda Hotel by Sedra International,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Taj Al Eiman Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Hafawah Resort,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Madain Al Baraka,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Belvedere Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Pine Inn Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Wedyan City,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Jiwar Al Saha Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Rovan Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Dan Pelatenium,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Aroma City Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
GH HOTEL,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Sebal Plus,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Fursan Al Ghad,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Al Rayyan Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Emaar Taibah,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Sebal Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Gewar Alandalus Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Eqamh Etlala Quba- إقامة إطلالة قباء,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Sukoon Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Flavor Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Rawaq suites hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Delights Inn - Green Oasis Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
TULIP INN AL DAAR RAWAFID,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
أجنحة لفيف (البدرانى) -Lafif Apartments (Al-Badrani),,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Hill Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Lafif Hotel Al-Khaldya,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Al-safa-al-barakah,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
How inn Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Dar Al Eiman Al Haram Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Nasamat Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Elite Alhijra,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Al Ansar Palace Golden Tulip Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Eqamh Palace,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Nozol Royal Inn Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
The Seasons Hotel-abi Zur,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Zawia Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Al Rayhan Suites,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Arkan Almanar Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Al Alya Hotel Rooms and Suites,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Frontel Al Harithia EX Majlis Grand,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Glamour Tabba Apartments,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Manar Al Iman Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Sela Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Wadi Al Sufaraa Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Dar Al Reda,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Plaza Inn Ohud,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
The Seasons Hotel-king Abdullah,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Al Sharif Economic Aperment,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Teela Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Rabwat Al Safwa Golden Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Mias Hotel Medina,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Regency View Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Lamar Taiba Serviced Apartment,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Durrat Al Aziziyah Serviced Apartments,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Diyar Al Taqwa,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Signature Guest Hotel Al Madinah,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Rotana Al Mesk Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Al Saha Hotel by Sedra International,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Luma Serviced Apartments,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Anaf Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Odest Hotel Al Madina,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Honey Apartments And Rooms,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Almukhtar Aldahbe,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Adwaa Almadina Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Artal Taibah Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
wafiahotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Al Mukhtara Plaza Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
BORJ JAZIRAT ALARAB HOTEL,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Makin Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Jadah Residence-By Ch,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Odest Medina,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Diamond Corners Circular Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Wardh rahiq hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
فندق مرسى القصر Marsa Alqaser Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Wahat Al Madinah Hotel Apartments,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Mayar Golden Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Retaj Al Rawda,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Burj Mawaddah Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Hotel Elite Haven,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Triple Three Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Waqf Outhman Bin Affan Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
